,database,question,sql
3670,hospital_1,Which patient is undergoing the most recent treatment?,SELECT patient FROM undergoes ORDER BY dateundergoes LIMIT 1
3671,hospital_1,Find the names of all patients who have an undergoing treatment and are staying in room 111.,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN patient AS T2 ON T1.patient = T2.SSN JOIN stay AS T3 ON T1.Stay  =  T3.StayID WHERE T3.room  =  111
3672,hospital_1,What are the names of patients who are staying in room 111 and have an undergoing treatment?,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN patient AS T2 ON T1.patient = T2.SSN JOIN stay AS T3 ON T1.Stay  =  T3.StayID WHERE T3.room  =  111
3673,hospital_1,List the names of all distinct nurses ordered by alphabetical order?,SELECT DISTINCT name FROM nurse ORDER BY name
3674,hospital_1,What is the alphabetically ordered list of all the distinct names of nurses?,SELECT DISTINCT name FROM nurse ORDER BY name
3675,hospital_1,Find the names of nurses who are nursing an undergoing treatment.,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN nurse AS T2 ON T1.AssistingNurse  =  T2.EmployeeID
3676,hospital_1,Which nurses are in charge of patients undergoing treatments?,SELECT DISTINCT T2.name FROM undergoes AS T1 JOIN nurse AS T2 ON T1.AssistingNurse  =  T2.EmployeeID
3677,hospital_1,"List the names of all distinct medications, ordered in an alphabetical order.",SELECT DISTINCT name FROM medication ORDER BY name
3678,hospital_1,What is the alphabetically ordered list of all distinct medications?,SELECT DISTINCT name FROM medication ORDER BY name
3679,hospital_1,What are the names of the physician who prescribed the highest dose?,SELECT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician ORDER BY T2.dose DESC LIMIT 1
3680,hospital_1,Find the physician who prescribed the highest dose. What is his or her name?,SELECT T1.name FROM physician AS T1 JOIN prescribes AS T2 ON T1.employeeid = T2.physician ORDER BY T2.dose DESC LIMIT 1
3681,hospital_1,List the physicians' employee ids together with their primary affiliation departments' ids.,"SELECT physician ,  department FROM affiliated_with WHERE primaryaffiliation  =  1"
3682,hospital_1,What are each physician's employee id and department id primarily affiliated.,"SELECT physician ,  department FROM affiliated_with WHERE primaryaffiliation  =  1"
3683,hospital_1,List the names of departments where some physicians are primarily affiliated with.,SELECT DISTINCT T2.name FROM affiliated_with AS T1 JOIN department AS T2 ON T1.department = T2.departmentid WHERE PrimaryAffiliation  =  1
3684,hospital_1,What are the names of departments that have primarily affiliated physicians.,SELECT DISTINCT T2.name FROM affiliated_with AS T1 JOIN department AS T2 ON T1.department = T2.departmentid WHERE PrimaryAffiliation  =  1
3685,hospital_1,What nurses are on call with block floor 1 and block code 1? Tell me their names.,SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1
3686,hospital_1,Find the ids of the nurses who are on call in block floor 1 and block code 1.,SELECT nurse FROM on_call WHERE blockfloor  =  1 AND blockcode  =  1
3687,hospital_1,"What are the highest cost, lowest cost and average cost of procedures?","SELECT MAX(cost) ,  MIN(cost) ,  AVG(cost) FROM procedures"
3688,hospital_1,"Tell me the highest, lowest, and average cost of procedures.","SELECT MAX(cost) ,  MIN(cost) ,  AVG(cost) FROM procedures"
3689,hospital_1,List the name and cost of all procedures sorted by the cost from the highest to the lowest.,"SELECT name ,  cost FROM procedures ORDER BY cost DESC"
3690,hospital_1,Sort the list of names and costs of all procedures in the descending order of cost.,"SELECT name ,  cost FROM procedures ORDER BY cost DESC"
3691,hospital_1,Find the three most expensive procedures.,SELECT name FROM procedures ORDER BY cost LIMIT 3
3692,hospital_1,What are the three most costly procedures?,SELECT name FROM procedures ORDER BY cost LIMIT 3
3693,hospital_1,Find the physicians who are trained in a procedure that costs more than 5000.,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T3.cost  >  5000
3694,hospital_1,Which physicians are trained in procedures that are more expensive than 5000?,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T3.cost  >  5000
3695,hospital_1,Find the physician who was trained in the most expensive procedure?,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment ORDER BY T3.cost DESC LIMIT 1
3696,hospital_1,Which physician was trained in the procedure that costs the most.,SELECT T1.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment ORDER BY T3.cost DESC LIMIT 1
3697,hospital_1,What is the average cost of procedures that physician John Wen was trained in?,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
3698,hospital_1,Compute the mean price of procedures physician John Wen was trained in.,"SELECT avg(T3.cost) FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
3699,hospital_1,Find the names of procedures which physician John Wen was trained in.,"SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
3700,hospital_1,What are the names of procedures physician John Wen was trained in?,"SELECT T3.name FROM physician AS T1 JOIN trained_in AS T2 ON T1.employeeid  =  T2.physician JOIN procedures AS T3 ON T3.code  =  T2.treatment WHERE T1.name  =  ""John Wen"""
3701,hospital_1,Find the name of physicians who are affiliated with Surgery or Psychiatry department.,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' OR T3.name  =  'Psychiatry'
3702,hospital_1,Which physicians are affiliated with either Surgery or Psychiatry department? Give me their names.,SELECT T1.name FROM physician AS T1 JOIN affiliated_with AS T2 ON T1.EmployeeID  =  T2.physician JOIN department AS T3 ON T2.department  =  T3.DepartmentID WHERE T3.name  =  'Surgery' OR T3.name  =  'Psychiatry'
3703,hospital_1,Find the number of patients who are not using the medication of Procrastin-X.,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' )
3704,hospital_1,How many patients are not using Procrastin-X as medication?,SELECT count(*) FROM patient WHERE SSN NOT IN ( SELECT T1.patient FROM Prescribes AS T1 JOIN Medication AS T2 ON T1.Medication  =  T2.Code WHERE T2.name  =  'Procrastin-X' )
3705,hospital_1,How many appointments are there?,SELECT count(*) FROM appointment
3706,hospital_1,Count how many appointments have been made in total.,SELECT count(*) FROM appointment
3707,hospital_1,Find the names of nurses who are on call.,SELECT DISTINCT T1.name FROM nurse AS T1 JOIN on_call AS T2 ON T1.EmployeeID  =  T2.nurse
3708,hospital_1,What are the distinct names of nurses on call?,SELECT DISTINCT T1.name FROM nurse AS T1 JOIN on_call AS T2 ON T1.EmployeeID  =  T2.nurse
3709,ship_mission,How many ships are there?,SELECT count(*) FROM ship
3710,ship_mission,What is the number of ships?,SELECT count(*) FROM ship
3711,ship_mission,List the name of ships in ascending order of tonnage.,SELECT Name FROM ship ORDER BY Tonnage ASC
3712,ship_mission,what are the names of the ships ordered by ascending tonnage?,SELECT Name FROM ship ORDER BY Tonnage ASC
3713,ship_mission,What are the type and nationality of ships?,"SELECT TYPE ,  Nationality FROM ship"
3714,ship_mission,What are the types and nationalities of every ship?,"SELECT TYPE ,  Nationality FROM ship"
3715,ship_mission,"List the name of ships whose nationality is not ""United States"".","SELECT Name FROM ship WHERE Nationality != ""United States"""
3716,ship_mission,What are the names of the ships that are not from the United States?,"SELECT Name FROM ship WHERE Nationality != ""United States"""
3717,ship_mission,Show the name of ships whose nationality is either United States or United Kingdom.,"SELECT Name FROM ship WHERE Nationality  =  ""United States"" OR Nationality  =  ""United Kingdom"""
3718,ship_mission,What are the names of the ships  that are from either the US or the UK?,"SELECT Name FROM ship WHERE Nationality  =  ""United States"" OR Nationality  =  ""United Kingdom"""
3719,ship_mission,What is the name of the ship with the largest tonnage?,SELECT Name FROM ship ORDER BY Tonnage DESC LIMIT 1
3720,ship_mission,What is the ship with the largest amount of tonnage called?,SELECT Name FROM ship ORDER BY Tonnage DESC LIMIT 1
3721,ship_mission,Show different types of ships and the number of ships of each type.,"SELECT TYPE ,  COUNT(*) FROM ship GROUP BY TYPE"
3722,ship_mission,"For each type, how many ships are there?","SELECT TYPE ,  COUNT(*) FROM ship GROUP BY TYPE"
3723,ship_mission,Please show the most common type of ships.,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1
3724,ship_mission,What is the most common type of ships?,SELECT TYPE FROM ship GROUP BY TYPE ORDER BY COUNT(*) DESC LIMIT 1
3725,ship_mission,List the nations that have more than two ships.,SELECT Nationality FROM ship GROUP BY Nationality HAVING COUNT(*)  >  2
3726,ship_mission,What are the nations that have more than two ships?,SELECT Nationality FROM ship GROUP BY Nationality HAVING COUNT(*)  >  2
3727,ship_mission,Show different types of ships and the average tonnage of ships of each type.,"SELECT TYPE ,  avg(Tonnage) FROM ship GROUP BY TYPE"
3728,ship_mission,"For each type, what is the average tonnage?","SELECT TYPE ,  avg(Tonnage) FROM ship GROUP BY TYPE"
3729,ship_mission,"Show codes and fates of missions, and names of ships involved.","SELECT T1.Code ,  T1.Fate ,  T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID"
3730,ship_mission,"What are the mission codes, fates, and names of the ships involved?","SELECT T1.Code ,  T1.Fate ,  T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID"
3731,ship_mission,Show names of ships involved in a mission launched after 1928.,SELECT T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T1.Launched_Year  >  1928
3732,ship_mission,What are the names of ships that were involved in a mission launched after 1928?,SELECT T2.Name FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T1.Launched_Year  >  1928
3733,ship_mission,"Show the distinct fate of missions that involve ships with nationality ""United States""","SELECT DISTINCT T1.Fate FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T2.Nationality  =  ""United States"""
3734,ship_mission,What are the different fates of the mission that involved ships from the United States?,"SELECT DISTINCT T1.Fate FROM mission AS T1 JOIN ship AS T2 ON T1.Ship_ID  =  T2.Ship_ID WHERE T2.Nationality  =  ""United States"""
3735,ship_mission,List the name of ships that are not involved in any mission,SELECT Name FROM ship WHERE Ship_ID NOT IN (SELECT Ship_ID FROM mission)
3736,ship_mission,What are the names of the ships that are not involved in any missions?,SELECT Name FROM ship WHERE Ship_ID NOT IN (SELECT Ship_ID FROM mission)
3737,student_1,Find the number of students in total.,SELECT count(*) FROM list
3738,student_1,How many students are there?,SELECT count(*) FROM list
3739,student_1,Find the last names of students studying in room 111.,SELECT lastname FROM list WHERE classroom  =  111
3740,student_1,What are the last names of students in room 111?,SELECT lastname FROM list WHERE classroom  =  111
3741,student_1,Find the first names of students studying in room 108.,SELECT firstname FROM list WHERE classroom  =  108
3742,student_1,What are the first names of students in room 108?,SELECT firstname FROM list WHERE classroom  =  108
3743,student_1,What are the first names of students studying in room 107?,SELECT DISTINCT firstname FROM list WHERE classroom  =  107
3744,student_1,List the first names of all the students in room 107.,SELECT DISTINCT firstname FROM list WHERE classroom  =  107
3745,student_1,For each classroom report the grade that is taught in it. Report just the classroom number and the grade number.,"SELECT DISTINCT classroom ,  grade FROM list"
3746,student_1,What are the grade number and classroom number of each class in the list?,"SELECT DISTINCT classroom ,  grade FROM list"
3747,student_1,Which grade is studying in classroom 103?,SELECT DISTINCT grade FROM list WHERE classroom  =  103
3748,student_1,Find the grade taught in classroom 103.,SELECT DISTINCT grade FROM list WHERE classroom  =  103
3749,student_1,Find the grade studying in room 105.,SELECT DISTINCT grade FROM list WHERE classroom  =  105
3750,student_1,Which grade is studying in room 105?,SELECT DISTINCT grade FROM list WHERE classroom  =  105
3751,student_1,Which classrooms are used by grade 4?,SELECT DISTINCT classroom FROM list WHERE grade  =  4
3752,student_1,Find the classrooms in which grade 4 is studying.,SELECT DISTINCT classroom FROM list WHERE grade  =  4
3753,student_1,Which classrooms are used by grade 5?,SELECT DISTINCT classroom FROM list WHERE grade  =  5
3754,student_1,Show me the classrooms grade 5 is using.,SELECT DISTINCT classroom FROM list WHERE grade  =  5
3755,student_1,Find the last names of the teachers that teach fifth grade.,SELECT DISTINCT T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  5
3756,student_1,what are the last names of the teachers who teach grade 5?,SELECT DISTINCT T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  5
3757,student_1,Find the first names of the teachers that teach first grade.,SELECT DISTINCT T2.firstname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  1
3758,student_1,What are the first names of the teachers who teach grade 1?,SELECT DISTINCT T2.firstname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE grade  =  1
3759,student_1,Find the first names of all the teachers that teach in classroom 110.,SELECT firstname FROM teachers WHERE classroom  =  110
3760,student_1,Which teachers teach in classroom 110? Give me their first names.,SELECT firstname FROM teachers WHERE classroom  =  110
3761,student_1,Find the last names of teachers teaching in classroom 109.,SELECT lastname FROM teachers WHERE classroom  =  109
3762,student_1,Which teachers teach in classroom 109? Give me their last names.,SELECT lastname FROM teachers WHERE classroom  =  109
3763,student_1,Report the first name and last name of all the teachers.,"SELECT DISTINCT firstname ,  lastname FROM teachers"
3764,student_1,What are the first name and last name of all the teachers?,"SELECT DISTINCT firstname ,  lastname FROM teachers"
3765,student_1,Report the first name and last name of all the students.,"SELECT DISTINCT firstname ,  lastname FROM list"
3766,student_1,Show each student's first name and last name.,"SELECT DISTINCT firstname ,  lastname FROM list"
3767,student_1,Find all students taught by OTHA MOYER. Output the first and last names of the students.,"SELECT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""OTHA"" AND T2.lastname  =  ""MOYER"""
3768,student_1,Which students study under the teacher named OTHA MOYER? Give me the first and last names of the students.,"SELECT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""OTHA"" AND T2.lastname  =  ""MOYER"""
3769,student_1,Find all students taught by MARROTTE KIRK. Output first and last names of students.,"SELECT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""MARROTTE"" AND T2.lastname  =  ""KIRK"""
3770,student_1,Which are the first and last names of the students taught by MARROTTE KIRK?,"SELECT T1.firstname ,  T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""MARROTTE"" AND T2.lastname  =  ""KIRK"""
3771,student_1,Find the first and last name of all the teachers that teach EVELINA BROMLEY.,"SELECT T2.firstname ,  T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""EVELINA"" AND T1.lastname  =  ""BROMLEY"""
3772,student_1,Which teachers teach the student named EVELINA BROMLEY? Give me the first and last name  of the teachers.,"SELECT T2.firstname ,  T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""EVELINA"" AND T1.lastname  =  ""BROMLEY"""
3773,student_1,Find the last names of all the teachers that teach GELL TAMI.,"SELECT T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""GELL"" AND T1.lastname  =  ""TAMI"""
3774,student_1,What are the last names of the teachers who teach the student called GELL TAMI?,"SELECT T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""GELL"" AND T1.lastname  =  ""TAMI"""
3775,student_1,How many students does LORIA ONDERSMA teaches?,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""LORIA"" AND T2.lastname  =  ""ONDERSMA"""
3776,student_1,Count the number of students the teacher LORIA ONDERSMA teaches.,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""LORIA"" AND T2.lastname  =  ""ONDERSMA"""
3777,student_1,How many students does KAWA GORDON teaches?,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""KAWA"" AND T2.lastname  =  ""GORDON"""
3778,student_1,Find the number of students taught by the teacher KAWA GORDON.,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""KAWA"" AND T2.lastname  =  ""GORDON"""
3779,student_1,Find the number of students taught by TARRING LEIA.,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""TARRING"" AND T2.lastname  =  ""LEIA"""
3780,student_1,How many students are taught by teacher TARRING LEIA?,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T2.firstname  =  ""TARRING"" AND T2.lastname  =  ""LEIA"""
3781,student_1,How many teachers does the student named CHRISSY NABOZNY have?,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""CHRISSY"" AND T1.lastname  =  ""NABOZNY"""
3782,student_1,Find the number of teachers who teach the student called CHRISSY NABOZNY.,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""CHRISSY"" AND T1.lastname  =  ""NABOZNY"""
3783,student_1,How many teachers does the student named MADLOCK RAY have?,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""MADLOCK"" AND T1.lastname  =  ""RAY"""
3784,student_1,Find the number of teachers who teach the student called MADLOCK RAY.,"SELECT count(*) FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.firstname  =  ""MADLOCK"" AND T1.lastname  =  ""RAY"""
3785,student_1,Find the last names of the students in third grade that are not taught by COVIN JEROME.,"SELECT DISTINCT T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.grade  =  3 AND T2.firstname != ""COVIN"" AND T2.lastname != ""JEROME"""
3786,student_1,Which students in third grade are not taught by teacher COVIN JEROME? Give me the last names of the students.,"SELECT DISTINCT T1.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom WHERE T1.grade  =  3 AND T2.firstname != ""COVIN"" AND T2.lastname != ""JEROME"""
3787,student_1,"For each grade, report the grade, the number of classrooms in which it is taught and the total number of students in the grade.","SELECT grade ,  count(DISTINCT classroom) ,  count(*) FROM list GROUP BY grade"
3788,student_1,"For each grade, return the grade number, the number of classrooms used for the grade, and the total number of students enrolled in the grade.","SELECT grade ,  count(DISTINCT classroom) ,  count(*) FROM list GROUP BY grade"
3789,student_1,"For each classroom, report the classroom number and the number of grades using it.","SELECT classroom ,  count(DISTINCT grade) FROM list GROUP BY classroom"
3790,student_1,"For each classroom, show the classroom number and count the number of distinct grades that use the room.","SELECT classroom ,  count(DISTINCT grade) FROM list GROUP BY classroom"
3791,student_1,Which classroom has the most students?,SELECT classroom FROM list GROUP BY classroom ORDER BY count(*) DESC LIMIT 1
3792,student_1,Find the classroom that the most students use.,SELECT classroom FROM list GROUP BY classroom ORDER BY count(*) DESC LIMIT 1
3793,student_1,Report the number of students in each classroom.,"SELECT classroom ,  count(*) FROM list GROUP BY classroom"
3794,student_1,"For each classroom, show the classroom number and find how many students are using it.","SELECT classroom ,  count(*) FROM list GROUP BY classroom"
3795,student_1,"For each grade 0 classroom, report the total number of students.","SELECT classroom ,  count(*) FROM list WHERE grade  =  ""0"" GROUP BY classroom"
3796,student_1,"For each grade 0 classroom, return the classroom number and the count of students.","SELECT classroom ,  count(*) FROM list WHERE grade  =  ""0"" GROUP BY classroom"
3797,student_1,Report the total number of students for each fourth-grade classroom.,"SELECT classroom ,  count(*) FROM list WHERE grade  =  ""4"" GROUP BY classroom"
3798,student_1,"For each fourth-grade classroom, show the classroom number and the total number of students using it.","SELECT classroom ,  count(*) FROM list WHERE grade  =  ""4"" GROUP BY classroom"
3799,student_1,Find the name of the teacher who teaches the largest number of students.,"SELECT T2.firstname ,  T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom GROUP BY T2.firstname ,  T2.lastname ORDER BY count(*) DESC LIMIT 1"
3800,student_1,Which teacher teaches the most students? Give me the first name and last name of the teacher.,"SELECT T2.firstname ,  T2.lastname FROM list AS T1 JOIN teachers AS T2 ON T1.classroom  =  T2.classroom GROUP BY T2.firstname ,  T2.lastname ORDER BY count(*) DESC LIMIT 1"
3801,student_1,Find the number of students in one classroom.,"SELECT count(*) ,  classroom FROM list GROUP BY classroom"
3802,student_1,How many students does one classroom have?,"SELECT count(*) ,  classroom FROM list GROUP BY classroom"
3803,company_employee,How many companies are headquartered in the US?,SELECT count(*) FROM company WHERE Headquarters  =  'USA'
3804,company_employee,List the names of companies by ascending number of sales.,SELECT Name FROM company ORDER BY Sales_in_Billion ASC
3805,company_employee,What are the headquarters and industries of all companies?,"SELECT Headquarters ,  Industry FROM company"
3806,company_employee,Show the names of companies in the banking or retailing industry?,"SELECT Name FROM company WHERE Industry  =  ""Banking"" OR Industry  =  ""Retailing"""
3807,company_employee,What is the maximum and minimum market value of companies?,"SELECT max(Market_Value_in_Billion) ,  min(Market_Value_in_Billion) FROM company"
3808,company_employee,What is the headquarter of the company with the largest sales?,SELECT Headquarters FROM company ORDER BY Sales_in_Billion DESC LIMIT 1
3809,company_employee,Show the different headquarters and number of companies at each headquarter.,"SELECT Headquarters ,  COUNT(*) FROM company GROUP BY Headquarters"
3810,company_employee,Show the most common headquarter for companies.,SELECT Headquarters FROM company GROUP BY Headquarters ORDER BY COUNT(*) DESC LIMIT 1
3811,company_employee,Show the headquarters that have at least two companies.,SELECT Headquarters FROM company GROUP BY Headquarters HAVING COUNT(*)  >=  2
3812,company_employee,Show the names of companies and of employees.,"SELECT T3.Name ,  T2.Name FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID"
3813,company_employee,Show names of companies and that of employees in descending order of number of years working for that employee.,"SELECT T3.Name ,  T2.Name FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID ORDER BY T1.Year_working"
3814,company_employee,Show the names of employees that work for companies with sales bigger than 200.,SELECT T2.Name FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID WHERE T3.Sales_in_Billion  >  200
3815,company_employee,Show the names of companies and the number of employees they have,"SELECT T3.Name ,  COUNT(*) FROM employment AS T1 JOIN people AS T2 ON T1.People_ID  =  T2.People_ID JOIN company AS T3 ON T1.Company_ID  =  T3.Company_ID GROUP BY T3.Name"
3816,company_employee,List the names of people that are not employed by any company,SELECT Name FROM people WHERE People_ID NOT IN (SELECT People_ID FROM employment)
3817,company_employee,list the names of the companies with more than 200 sales in the descending order of sales and profits.,"SELECT name FROM company WHERE Sales_in_Billion  >  200 ORDER BY Sales_in_Billion ,  Profits_in_Billion DESC"
3818,film_rank,How many film are there?,SELECT count(*) FROM film
3819,film_rank,Count the number of films.,SELECT count(*) FROM film
3820,film_rank,List the distinct director of all films.,SELECT DISTINCT Director FROM film
3821,film_rank,What are the different film Directors?,SELECT DISTINCT Director FROM film
3822,film_rank,What is the average ticket sales gross in dollars of films?,SELECT avg(Gross_in_dollar) FROM film
3823,film_rank,Return the average gross sales in dollars across all films.,SELECT avg(Gross_in_dollar) FROM film
3824,film_rank,What are the low and high estimates of film markets?,"SELECT Low_Estimate ,  High_Estimate FROM film_market_estimation"
3825,film_rank,Return the low and high estimates for all film markets.,"SELECT Low_Estimate ,  High_Estimate FROM film_market_estimation"
3826,film_rank,What are the types of film market estimations in year 1995?,SELECT TYPE FROM film_market_estimation WHERE YEAR  =  1995
3827,film_rank,Return the types of film market estimations in 1995.,SELECT TYPE FROM film_market_estimation WHERE YEAR  =  1995
3828,film_rank,What are the maximum and minimum number of cities in all markets.,"SELECT max(Number_cities) ,  min(Number_cities) FROM market"
3829,film_rank,Return the maximum and minimum number of cities across all markets.,"SELECT max(Number_cities) ,  min(Number_cities) FROM market"
3830,film_rank,How many markets have number of cities smaller than 300?,SELECT count(*) FROM market WHERE Number_cities  <  300
3831,film_rank,Count the number of markets that have a number of cities lower than 300.,SELECT count(*) FROM market WHERE Number_cities  <  300
3832,film_rank,List all countries of markets in ascending alphabetical order.,SELECT Country FROM market ORDER BY Country ASC
3833,film_rank,"What are the countries for each market, ordered alphabetically?",SELECT Country FROM market ORDER BY Country ASC
3834,film_rank,List all countries of markets in descending order of number of cities.,SELECT Country FROM market ORDER BY Number_cities DESC
3835,film_rank,What are the countries for each market ordered by decreasing number of cities?,SELECT Country FROM market ORDER BY Number_cities DESC
3836,film_rank,Please show the titles of films and the types of market estimations.,"SELECT T1.Title ,  T2.Type FROM film AS T1 JOIN film_market_estimation AS T2 ON T1.Film_ID  =  T2.Film_ID"
3837,film_rank,What are the titles of films and corresponding types of market estimations?,"SELECT T1.Title ,  T2.Type FROM film AS T1 JOIN film_market_estimation AS T2 ON T1.Film_ID  =  T2.Film_ID"
3838,film_rank,Show the distinct director of films with market estimation in the year of 1995.,SELECT DISTINCT T1.Director FROM film AS T1 JOIN film_market_estimation AS T2 ON T1.Film_ID  =  T2.Film_ID WHERE T2.Year  =  1995
3839,film_rank,Who are the different directors of films which had market estimation in 1995?,SELECT DISTINCT T1.Director FROM film AS T1 JOIN film_market_estimation AS T2 ON T1.Film_ID  =  T2.Film_ID WHERE T2.Year  =  1995
3840,film_rank,What is the average number of cities of markets with low film market estimate bigger than 10000?,SELECT avg(T2.Number_cities) FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID WHERE T1.Low_Estimate  >  10000
3841,film_rank,Give the average number of cities within markets that had a low market estimation larger than 10000?,SELECT avg(T2.Number_cities) FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID WHERE T1.Low_Estimate  >  10000
3842,film_rank,Please list the countries and years of film market estimations.,"SELECT T2.Country ,  T1.Year FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID"
3843,film_rank,What are the countries of markets and their corresponding years of market estimation?,"SELECT T2.Country ,  T1.Year FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID"
3844,film_rank,"Please list the years of film market estimations when the market is in country ""Japan"" in descending order.","SELECT T1.Year FROM film_market_estimation AS T1 JOIN market AS T2 ON T1.Market_ID  =  T2.Market_ID WHERE T2.Country  =  ""Japan"" ORDER BY T1.Year DESC"
